"","height","weight"
"1895","75.1528","146.9701"
"1896","70.18385","135.8346"
"1897","70.11018","121.4131"
"1898","67.55479","131.3549"
"1899","65.19685","135.1309"
"1900","71.09811","141.27"
"1901","63.42211","106.4187"
"1902","69.87338","140.1507"
"1903","67.2773","140.0055"
"1904","66.189","124.8413"
"1905","65.71651","134.9238"
"1906","68.09428","136.0939"
"1907","69.12266","133.6055"
"1908","69.44989","114.209"
"1909","67.09671","144.4419"
"1910","68.50605","127.578"
"1911","68.14059","114.5292"
"1912","66.53479","118.9804"
"1913","67.30796","118.8584"
"1914","66.46388","114.4406"
"1915","68.23072","117.1258"
"1916","70.06314","139.3579"
"1917","69.26881","141.7621"
"1918","70.1554","117.3159"
"1919","66.0776","136.9107"
"1920","68.95747","130.915"
"1921","66.76727","124.4251"
"1922","69.8097","141.0605"
"1923","67.93231","125.3143"
"1924","69.44794","151.3939"
"1925","71.14183","118.1643"
"1926","66.84818","114.446"
"1927","67.75431","118.5776"
"1928","70.83193","129.1185"
"1929","69.21843","126.5898"
"1930","68.20571","133.0472"
"1931","67.32344","133.0028"
"1932","67.46411","130.5289"
"1933","67.70673","110.4494"
"1934","68.5877","131.6199"
"1935","70.18028","142.8787"
"1936","69.85138","137.0263"
"1937","68.82396","141.9518"
"1938","68.58454","123.7734"
"1939","66.17491","121.7871"
"1940","68.29599","112.7853"
"1941","66.01446","121.0144"
"1942","70.42725","124.4965"
"1943","65.95003","125.2296"
"1944","67.28507","121.1903"
"1945","70.23598","140.1737"
"1946","66.37594","136.5133"
"1947","65.72229","124.2645"
"1948","72.69022","150.1384"
"1949","65.52858","107.7887"
"1950","68.71508","128.8673"
"1951","69.34245","133.2224"
"1952","67.38242","125.7706"
"1953","68.05083","130.8925"
"1954","69.86498","151.5925"
"1955","64.51717","114.9571"
"1956","69.20595","139.6118"
"1957","67.98607","127.7814"
"1958","70.14776","139.3701"
"1959","70.4986","130.907"
"1960","66.86758","134.945"
"1961","68.64908","104.7127"
"1962","67.91149","113.4475"
"1963","69.24385","116.3492"
"1964","64.48072","109.5586"
"1965","71.64447","126.9269"
"1966","70.04642","146.8967"
"1967","68.12343","126.8031"
"1968","65.23383","122.345"
"1969","68.27239","127.8701"
"1970","66.17894","124.9103"
"1971","65.83059","123.0154"
"1972","65.62889","107.4306"
"1973","70.92752","111.6473"
"1974","69.29069","130.6183"
"1975","69.91684","132.766"
"1976","72.73301","125.9357"
"1977","68.44904","113.1008"
"1978","66.49335","123.1309"
"1979","72.21533","122.7007"
"1980","69.53524","139.1563"
"1981","64.79882","122.5688"
"1982","67.38254","126.915"
"1983","67.65345","131.7026"
"1984","70.01257","144.6798"
"1985","66.05945","133.332"
"1986","65.21051","109.8084"
"1987","68.39529","132.9511"
"1988","63.99095","123.6623"
"1989","70.31847","120.0304"
"1990","70.15159","123.1364"
"1991","68.01671","122.7495"
"1992","68.06098","125.8274"
"1993","66.98618","117.2347"
"1994","68.8061","142.7741"
"1995","70.30067","114.5538"
"1996","65.68106","111.1723"
"1997","69.27665","141.7056"
"1998","71.68898","126.5743"
"1999","67.17092","148.2722"
"2000","69.24215","132.6836"
"2001","68.73563","126.8221"
"2002","69.00812","125.4763"
"2003","68.69462","130.1342"
"2004","68.53874","123.2715"
"2005","67.68634","129.9806"
"2006","69.60608","138.6734"
"2007","68.91393","130.7056"
"2008","66.17148","113.3707"
"2009","67.46209","139.6833"
"2010","72.83513","148.8002"
"2011","64.01976","90.91793"
"2012","68.02868","123.7533"
"2013","68.51623","132.4995"
"2014","70.88524","131.3128"
"2015","65.29862","116.5172"
"2016","65.7635","109.1144"
"2017","65.46143","129.339"
"2018","65.99098","114.6394"
"2019","65.57951","136.1447"
"2020","69.70616","144.5925"
"2021","66.1974","107.9777"
"2022","68.23074","122.0759"
"2023","65.97964","123.3232"
"2024","71.26857","133.6208"
"2025","72.01497","159.2724"
"2026","68.93137","148.7762"
"2027","67.36601","120.2868"
"2028","70.12256","110.3036"
"2029","68.84918","137.6134"
"2030","67.62215","132.4802"
"2031","67.13659","136.4192"
"2032","70.39143","137.2703"
"2033","68.68117","134.8569"
"2034","66.92629","118.8555"
"2035","69.87266","144.0381"
"2036","67.94061","128.518"
"2037","68.495","125.988"
"2038","69.45516","121.0884"
"2039","67.72991","125.3854"
"2040","69.85473","141.3991"
"2041","66.63111","141.1397"
"2042","66.36326","116.8585"
"2043","68.2269","131.1664"
"2044","68.40577","134.5811"
"2045","68.44489","133.1242"
"2046","70.94089","137.7195"
"2047","69.65687","130.2491"
"2048","65.06613","109.5825"
"2049","71.81628","142.8719"
"2050","65.92674","101.6217"
"2051","66.52018","112.3553"
"2052","70.52744","131.0845"
"2053","66.25032","131.0484"
"2054","64.72936","111.5548"
"2055","63.79906","110.8498"
"2056","65.38373","127.4708"
"2057","65.57359","107.7067"
"2058","66.57608","115.1232"
"2059","67.28745","112.1197"
"2060","66.14358","128.0777"
"2061","66.11741","119.4651"
"2062","67.68233","124.5983"
"2063","68.74723","126.0285"
"2064","66.5915","111.3977"
"2065","65.01782","127.722"
"2066","69.28345","124.8207"
"2067","67.19343","122.9788"
"2068","69.81336","117.7117"
"2069","66.55388","120.7289"
"2070","66.14617","121.3302"
"2071","69.93036","146.6089"
"2072","66.70056","126.013"
"2073","67.68095","128.1474"
"2074","67.87796","129.5415"
"2075","67.65549","121.5145"
"2076","71.1713","157.9626"
"2077","69.01806","127.8941"
"2078","70.58265","127.1594"
"2079","70.89693","140.8109"
"2080","68.51895","140.1451"
"2081","66.61835","132.7723"
"2082","66.07169","116.0089"
"2083","68.1535","121.2886"
"2084","72.89832","147.5384"
"2085","69.90164","138.8642"
"2086","66.50525","120.8563"
"2087","69.27168","125.8179"
"2088","70.53643","135.3753"
"2089","65.1243","107.6247"
"2090","70.34418","122.9851"
"2091","69.13083","131.7164"
"2092","65.21067","110.3376"
"2093","67.08781","100.2532"
"2094","64.65639","106.579"
"2095","66.28071","121.223"
"2096","71.30341","130.5588"
"2097","66.91234","132.6182"
"2098","70.84318","132.613"
"2099","66.65796","117.8331"
"2100","64.54303","94.29987"
"2101","66.43942","125.1826"
"2102","66.60747","125.3684"
"2103","66.38807","117.4577"
"2104","66.85611","130.8168"
"2105","68.50863","128.3144"
"2106","63.45049","118.4083"
"2107","67.54653","129.4669"
"2108","65.41398","116.7348"
"2109","66.91885","146.8505"
"2110","67.59652","120.2168"
"2111","67.05552","136.2774"
"2112","68.00153","130.1697"
"2113","70.33681","134.8282"
"2114","69.10376","126.2799"
"2115","68.12704","142.6738"
"2116","67.5512","121.2891"
"2117","68.78357","111.1965"
"2118","66.62497","130.424"
"2119","67.88387","138.8309"
"2120","67.75152","125.105"
"2121","68.3286","141.6323"
"2122","71.05207","149.779"
"2123","68.11943","118.6268"
"2124","66.44223","119.4357"
"2125","71.4563","134.9113"
"2126","68.60548","133.1629"
"2127","70.82734","147.2884"
"2128","68.89076","117.6717"
"2129","67.15411","122.843"
"2130","68.76271","125.7926"
"2131","70.53185","143.2531"
"2132","66.47953","127.2118"
"2133","67.94262","113.7238"
"2134","68.79538","130.932"
"2135","69.95518","129.5075"
"2136","69.99489","157.6149"
"2137","66.55505","125.4636"
"2138","65.14815","105.3601"
"2139","70.40094","130.4476"
"2140","68.32002","152.0527"
"2141","65.60842","143.9545"
"2142","70.63864","136.1993"
"2143","65.08404","117.4157"
"2144","64.31842","114.5616"
"2145","66.0525","115.1065"
"2146","67.35994","121.8544"
"2147","70.1376","150.2085"
"2148","67.49796","122.1628"
"2149","67.1125","115.5902"
"2150","67.27925","133.3105"
"2151","66.55492","141.4402"
"2152","68.1384","130.7908"
"2153","68.54096","143.1515"
"2154","68.52593","138.0426"
"2155","70.77318","120.9532"
"2156","66.72984","104.5502"
"2157","66.30573","120.3066"
"2158","66.1654","116.7474"
"2159","65.52686","127.6185"
"2160","71.0176","128.7638"
"2161","64.0731","132.1263"
"2162","67.07894","136.2565"
"2163","66.92118","114.2461"
"2164","63.92073","117.7804"
"2165","66.76895","121.7656"
"2166","67.31046","117.4512"
"2167","66.94519","137.7336"
"2168","69.97793","133.2135"
"2169","66.4156","114.16"
"2170","69.46121","136.8798"
"2171","66.47267","125.4235"
"2172","67.69989","121.4915"
"2173","68.6046","123.3492"
"2174","66.82256","107.8004"
"2175","66.31555","117.1775"
"2176","69.11039","126.3083"
"2177","65.94386","115.3139"
"2178","69.86148","143.7522"
"2179","64.55479","113.2482"
"2180","65.56126","131.7643"
"2181","65.07865","125.8387"
"2182","66.30496","115.8846"
"2183","68.63331","139.0539"
"2184","67.39243","121.7331"
"2185","66.73104","141.1317"
"2186","65.57961","127.9611"
"2187","67.97668","132.1352"
"2188","62.60611","129.76"
"2189","66.26361","129.4162"
"2190","65.65796","118.7804"
"2191","66.31902","105.7105"
"2192","65.15141","124.8365"
"2193","67.06755","141.8106"
"2194","68.07294","123.0209"
"2195","68.73375","118.3051"
"2196","66.50974","123.1286"
"2197","71.35483","125.0842"
"2198","67.36943","118.0443"
"2199","66.53342","134.41"
"2200","67.44518","132.5899"
"2201","69.37871","123.6421"
"2202","68.47617","136.737"
"2203","66.81962","130.4451"
"2204","68.62691","121.9836"
"2205","70.55478","124.8816"
"2206","65.26709","110.6805"
"2207","65.35329","108.9072"
"2208","65.63866","129.7145"
"2209","69.57228","140.2426"
"2210","66.41871","137.8126"
"2211","68.25694","140.6602"
"2212","70.74604","136.5621"
"2213","68.35787","121.0365"
"2214","69.64013","141.548"
"2215","65.35452","137.184"
"2216","71.92675","156.5442"
"2217","70.13403","137.22"
"2218","65.16717","121.5264"
"2219","69.31063","122.0461"
"2220","66.33317","131.3132"
"2221","68.65304","127.5565"
"2222","70.27541","135.3191"
"2223","67.57713","128.8936"
"2224","69.1971","134.756"
"2225","69.6239","129.9452"
"2226","65.86809","127.9121"
"2227","69.92456","134.6123"
"2228","68.42315","138.5594"
"2229","67.61231","145.1953"
"2230","68.12858","113.7951"
"2231","64.76601","118.6754"
"2232","65.33382","129.7622"
"2233","67.64472","133.5081"
"2234","69.06267","139.8787"
"2235","67.17574","117.2661"
"2236","65.69758","116.9811"
"2237","68.57486","141.1557"
"2238","66.34328","138.224"
"2239","62.78196","119.847"
"2240","65.28308","112.5769"
"2241","69.9312","139.7362"
"2242","65.2271","130.6158"
"2243","71.57674","142.2788"
"2244","69.1121","134.2085"
"2245","68.83916","123.6683"
"2246","66.39741","119.1475"
"2247","66.69861","133.9891"
"2248","64.95406","115.6216"
"2249","69.50341","135.2493"
"2250","69.43668","115.9697"
"2251","67.07002","121.3118"
"2252","70.49846","134.3579"
"2253","69.18776","143.0344"
"2254","67.48622","119.856"
"2255","67.40826","124.8424"
"2256","69.43651","127.9505"
"2257","64.15318","112.225"
"2258","69.14007","137.3179"
"2259","68.8929","120.1185"
"2260","64.95274","93.44115"
"2261","66.41945","137.0321"
"2262","67.42646","124.5909"
"2263","65.63755","126.3297"
"2264","70.16858","128.3273"
"2265","66.23711","130.688"
"2266","66.49138","138.4146"
"2267","65.0471","116.7381"
"2268","67.08449","118.1314"
"2269","64.3389","128.2028"
"2270","64.20833","113.1561"
"2271","66.89449","113.1405"
"2272","65.79218","126.8992"
"2273","68.843","131.3916"
"2274","71.09755","143.3004"
"2275","63.8882","122.9986"
"2276","68.35671","136.7665"
"2277","69.47682","140.3565"
"2278","69.0265","138.7555"
"2279","70.29803","135.4454"
"2280","70.84459","135.3925"
"2281","71.86799","144.6497"
"2282","69.57461","139.8465"
"2283","70.88841","136.5899"
"2284","67.94317","123.7762"
"2285","67.70347","127.8934"
"2286","68.59478","148.9399"
"2287","66.91402","128.9211"
"2288","68.33449","125.5417"
"2289","64.65946","140.4392"
"2290","66.05221","115.642"
"2291","70.24304","130.7133"
"2292","67.37048","119.0077"
"2293","69.95831","128.0902"
"2294","70.64717","153.0286"
"2295","70.5802","127.6482"
"2296","68.86101","134.8113"
"2297","68.7432","121.5345"
"2298","67.17409","128.304"
"2299","65.78148","107.3133"
"2300","67.52494","136.2616"
"2301","67.08075","149.1684"
"2302","67.69345","129.6252"
"2303","64.64051","105.8442"
"2304","69.36402","113.9182"
"2305","69.2178","142.8796"
"2306","67.36034","119.1631"
"2307","65.63764","117.8529"
"2308","68.76324","126.8712"
"2309","68.17144","124.9338"
"2310","65.83305","103.8489"
"2311","69.30622","130.2827"
"2312","70.8049","123.8101"
"2313","66.59071","137.5423"
"2314","64.67352","104.9377"
"2315","71.93986","129.2747"
"2316","67.64634","120.458"
"2317","68.73411","126.8398"
"2318","66.95634","127.1688"
"2319","72.56549","130.0389"
"2320","67.36934","136.9061"
"2321","70.02946","135.9857"
"2322","66.54034","110.9114"
"2323","67.74769","113.6583"
"2324","67.57706","144.701"
"2325","66.52633","133.8333"
"2326","69.15551","152.127"
"2327","69.19157","122.7961"
"2328","66.60061","118.2649"
"2329","67.07004","106.2097"
"2330","69.57028","148.5705"
"2331","69.23016","101.4527"
"2332","69.26795","137.5001"
"2333","67.56717","123.1061"
"2334","69.10176","142.433"
"2335","68.54151","127.3761"
"2336","70.86149","151.2788"
"2337","67.9873","124.5609"
"2338","71.04092","127.1598"
"2339","66.70805","140.2543"
"2340","65.77676","113.7058"
"2341","66.79414","116.248"
"2342","65.93191","109.5517"
"2343","67.72422","131.8711"
"2344","66.72423","112.366"
"2345","66.68607","115.4197"
"2346","67.25768","119.9769"
"2347","70.52978","128.2009"
"2348","69.74125","128.6789"
"2349","68.75608","115.2882"
"2350","67.61299","136.677"
"2351","72.13419","137.7854"
"2352","67.91004","126.6205"
"2353","66.18756","125.3221"
"2354","71.71529","144.446"
"2355","70.6841","137.8075"
"2356","71.87845","143.0609"
"2357","67.75918","131.826"
"2358","67.09216","122.1749"
"2359","66.79895","105.8924"
"2360","63.56132","118.8125"
"2361","66.49532","139.3133"
"2362","68.50215","124.2763"
"2363","66.83975","116.7159"
"2364","70.64111","134.415"
"2365","66.0167","117.703"
"2366","67.3482","126.8963"
"2367","67.26092","120.9883"
"2368","70.82199","140.3611"
"2369","68.33332","102.5002"
"2370","69.37897","132.5554"
"2371","64.7609","119.6373"
"2372","68.699","125.9149"
"2373","69.49404","125.5505"
"2374","68.0849","122.5232"
"2375","66.37539","134.8766"
"2376","66.75613","121.5063"
"2377","69.64206","123.3271"
"2378","69.77774","133.0832"
"2379","69.49214","118.9607"
"2380","65.84828","101.1193"
"2381","70.71369","143.1946"
"2382","68.48099","126.7384"
"2383","69.37374","141.1484"
"2384","70.52541","135.1763"
"2385","68.70978","128.8899"
"2386","67.62641","109.3522"
"2387","68.33709","137.5541"
"2388","68.23178","139.1303"
"2389","67.91161","132.0641"
"2390","70.32186","136.4673"
"2391","66.39807","128.5349"
"2392","66.51667","134.4822"
"2393","69.61525","122.5729"
"2394","67.63565","140.0854"
"2395","71.06313","139.9112"
"2396","70.62246","127.4324"
"2397","73.99549","142.9016"
"2398","67.4663","125.8276"
"2399","65.91279","101.2434"
"2400","65.60691","115.9997"
"2401","69.50033","126.7393"
"2402","69.43735","133.5447"
"2403","69.00905","116.1499"
"2404","68.58614","124.1333"
"2405","66.96198","118.7229"
"2406","64.56606","135.4686"
"2407","69.48658","132.5799"
"2408","65.65789","145.9751"
"2409","66.80094","112.1247"
"2410","68.93784","135.9755"
"2411","68.90478","120.921"
"2412","68.50005","132.7228"
"2413","68.02851","135.0685"
"2414","69.2145","134.8578"
"2415","68.48721","141.7791"
"2416","68.80928","151.4206"
"2417","67.04824","134.1504"
"2418","68.89055","139.3242"
"2419","68.75779","132.5058"
"2420","72.33195","143.5202"
"2421","66.51286","121.8849"
"2422","66.7188","122.9302"
"2423","67.20628","118.5206"
"2424","70.19428","131.9154"
"2425","65.51378","122.5787"
"2426","68.83979","113.5812"
"2427","66.95528","129.9893"
"2428","68.03878","123.9609"
"2429","71.01151","119.9164"
"2430","69.14341","124.9403"
"2431","68.86125","131.6645"
"2432","64.6203","109.2955"
"2433","68.44749","110.9724"
"2434","68.82404","121.5044"
"2435","66.41585","127.7426"
"2436","68.86164","147.5692"
"2437","65.7798","148.7053"
"2438","63.82215","109.0177"
"2439","67.97504","119.6017"
"2440","68.39135","123.7223"
"2441","66.54816","124.8416"
"2442","71.1807","144.0008"
"2443","66.03415","136.0093"
"2444","66.19208","127.1191"
"2445","65.8689","121.6531"
"2446","68.65011","128.9604"
"2447","68.79753","135.4419"
"2448","66.39828","123.0735"
"2449","68.08765","120.0428"
"2450","68.20122","120.2027"
"2451","64.65154","124.8094"
"2452","69.30569","133.7108"
"2453","67.89566","118.2086"
"2454","66.23676","131.8546"
"2455","66.84304","113.6315"
"2456","68.77237","131.1206"
"2457","68.78389","141.022"
"2458","70.30029","128.1661"
"2459","67.68475","124.7755"
"2460","69.56671","131.8861"
"2461","69.36532","124.6139"
"2462","66.46909","112.5943"
"2463","71.37399","146.4358"
"2464","68.12643","126.6456"
"2465","69.49226","136.9902"
"2466","65.07859","118.1795"
"2467","66.27357","144.6287"
"2468","70.26356","154.9408"
"2469","67.37111","116.9522"
"2470","68.38613","140.6401"
"2471","68.68559","116.6275"
"2472","66.67024","136.6266"
"2473","71.15168","131.1853"
"2474","63.86399","113.9441"
"2475","69.25001","134.6576"
"2476","67.20448","107.6304"
"2477","66.94316","106.9521"
"2478","67.99592","146.6396"
"2479","67.12143","114.9585"
"2480","69.87331","131.0168"
"2481","67.35332","127.6156"
"2482","71.53386","145.1178"
"2483","75.11519","153.9562"
"2484","67.61043","133.6125"
"2485","64.23075","127.6976"
"2486","65.51542","126.4846"
"2487","63.1937","90.6784"
"2488","68.69521","109.923"
"2489","66.22516","101.8528"
"2490","69.44849","114.3461"
"2491","70.73043","125.1501"
"2492","70.1737","157.2751"
"2493","64.7817","111.8687"
"2494","63.91382","102.5247"
"2495","68.02246","129.9915"
"2496","70.48458","156.3703"
"2497","68.31433","122.7189"
"2498","68.63014","125.6964"
"2499","68.12174","126.2062"
"2500","67.40773","155.2615"
"2501","68.97304","142.8808"
"2502","65.72097","121.262"
"2503","68.32077","124.3155"
"2504","67.56613","111.6843"
"2505","69.50262","124.186"
"2506","67.82427","126.4867"
"2507","70.85958","142.6651"
"2508","64.04489","108.8473"
"2509","66.43905","116.66"
"2510","68.79621","143.6181"
"2511","70.05244","123.0933"
"2512","66.04605","115.0598"
"2513","69.05127","132.1098"
"2514","65.61974","120.7598"
"2515","67.60382","119.7671"
"2516","67.89065","122.1496"
"2517","70.01739","123.9711"
"2518","67.80728","121.4194"
"2519","67.14185","123.66"
"2520","65.39888","98.05813"
"2521","68.70988","133.8099"
"2522","69.04936","141.6987"
"2523","67.91969","117.5158"
"2524","72.30217","132.1645"
"2525","63.7019","124.5106"
"2526","70.475","105.7802"
"2527","67.64613","133.4242"
"2528","67.75898","125.3875"
"2529","69.1102","132.6382"
"2530","65.59124","121.0751"
"2531","67.63581","121.5355"
"2532","70.74732","142.0038"
"2533","70.99416","135.1886"
"2534","67.66798","118.3373"
"2535","67.19997","122.9425"
"2536","67.4785","116.4973"
"2537","67.66945","133.004"
"2538","70.62281","146.4085"
"2539","68.85256","137.2776"
"2540","65.32564","122.0439"
"2541","68.76499","140.8147"
"2542","70.56586","136.7946"
"2543","69.11378","127.4421"
"2544","69.47685","130.272"
"2545","70.13374","131.169"
"2546","66.07211","129.6342"
"2547","68.40149","125.6933"
"2548","65.13161","104.973"
"2549","64.07239","120.2984"
"2550","63.84484","102.4259"
"2551","65.55111","123.8357"
"2552","66.41112","117.7"
"2553","65.05758","121.8919"
"2554","69.2384","128.4571"
"2555","68.75803","113.1578"
"2556","68.17548","125.2742"
"2557","70.1552","139.8009"
"2558","67.70652","121.3818"
"2559","66.95169","114.5435"
"2560","70.92538","133.8388"
"2561","66.06089","135.6656"
"2562","66.10974","127.3786"
"2563","70.57236","140.6434"
"2564","66.67735","113.9708"
"2565","65.99458","120.7042"
"2566","63.44297","116.0752"
"2567","66.32955","131.0291"
"2568","66.53488","134.6458"
"2569","66.80528","111.616"
"2570","67.9896","110.0452"
"2571","64.99295","106.053"
"2572","66.56539","124.0282"
"2573","66.804","113.4492"
"2574","67.96612","132.3117"
"2575","64.71711","118.356"
"2576","65.82856","106.1109"
"2577","69.08496","136.7244"
"2578","68.28753","125.6799"
"2579","71.11334","126.4908"
"2580","69.34872","148.1527"
"2581","67.62203","117.9474"
"2582","66.06295","124.5018"
"2583","70.00342","127.0128"
"2584","66.52881","127.605"
"2585","68.60366","129.5427"
"2586","69.53265","142.0317"
"2587","69.5404","134.8729"
"2588","68.42714","124.9955"
"2589","70.12002","137.7196"
"2590","68.89234","116.8002"
"2591","67.64467","123.6212"
"2592","68.97063","129.4071"
"2593","71.51466","151.9696"
"2594","70.71134","142.4361"
"2595","66.90583","114.3278"
"2596","69.57597","106.1963"
"2597","66.48164","111.3787"
"2598","66.89809","118.3329"
"2599","69.13909","138.206"
"2600","68.61774","132.7075"
"2601","66.16611","111.9004"
"2602","66.64128","114.0856"
"2603","69.54521","123.4319"
"2604","62.86795","98.05815"
"2605","67.85282","125.754"
"2606","68.54477","133.7416"
"2607","68.66811","143.6143"
"2608","70.12714","123.7248"
"2609","66.78985","127.694"
"2610","67.27782","126.7293"
"2611","66.9553","121.6118"
"2612","69.44337","123.5342"
"2613","71.51895","143.988"
"2614","69.66995","137.9075"
"2615","68.47294","109.4371"
"2616","66.19926","110.991"
"2617","68.78565","144.0145"
"2618","67.86643","121.9737"
"2619","67.76132","128.252"
"2620","68.54873","117.4352"
"2621","68.46365","130.4536"
"2622","67.00444","93.78282"
"2623","68.04189","121.4741"
"2624","70.80235","140.4798"
"2625","67.7232","120.5494"
"2626","68.05748","126.1797"
"2627","69.86881","128.3204"
"2628","67.67538","105.9584"
"2629","68.32806","126.9252"
"2630","69.88401","142.7832"
"2631","68.80968","111.1686"
"2632","68.36811","114.3121"
"2633","68.8827","143.8443"
"2634","64.85888","121.0848"
"2635","67.02277","136.9794"
"2636","65.65821","123.2681"
"2637","70.01384","130.2018"
"2638","68.95576","129.1215"
"2639","69.72231","135.8375"
"2640","68.26031","138.5268"
"2641","67.79651","146.5558"
"2642","66.57574","114.2481"
"2643","70.38311","146.8498"
"2644","66.49668","122.807"
"2645","68.21731","127.527"
"2646","68.08084","130.6424"
"2647","66.89732","125.6947"
"2648","71.03529","135.7172"
"2649","67.69483","110.6572"
"2650","66.71312","122.9811"
"2651","66.19389","115.5235"
"2652","70.84883","125.1626"
"2653","60.61265","88.04646"
"2654","69.33158","109.2915"
"2655","68.82694","127.2504"
"2656","68.76714","110.0752"
"2657","68.3665","121.2376"
"2658","68.8963","113.0423"
"2659","71.52552","144.707"
"2660","66.3396","111.3345"
"2661","69.24295","139.3186"
"2662","65.44706","129.4057"
"2663","64.98078","121.7515"
"2664","64.73308","112.2606"
"2665","65.95421","123.4114"
"2666","69.23656","113.0173"
"2667","66.6319","113.3885"
"2668","65.56464","111.7275"
"2669","67.89517","127.8383"
"2670","66.72053","134.4433"
"2671","67.33628","133.6352"
"2672","68.00682","128.9038"
"2673","69.59907","140.7606"
"2674","65.7514","121.8273"
"2675","66.54868","133.0094"
"2676","68.67978","122.6398"
"2677","67.29012","149.083"
"2678","67.91637","136.5971"
"2679","65.73796","111.1435"
"2680","67.89939","107.5045"
"2681","72.78908","137.0203"
"2682","65.98489","129.277"
"2683","69.67441","121.7105"
"2684","66.75669","116.2148"
"2685","67.43375","117.4727"
"2686","67.67624","123.6071"
"2687","71.25079","133.5001"
"2688","69.21284","122.3603"
"2689","70.47954","134.4949"
"2690","65.27987","134.6225"
"2691","71.09122","139.2202"
"2692","69.56615","124.2333"
"2693","66.89046","128.8185"
"2694","67.70276","138.9186"
"2695","66.77085","121.5008"
"2696","67.85276","148.7195"
"2697","70.78378","124.5162"
"2698","67.09928","121.3383"
"2699","70.44992","133.1712"
"2700","69.80734","137.2218"
"2701","69.2187","156.353"
"2702","69.75148","147.7342"
"2703","69.25709","142.5795"
"2704","69.00485","122.6004"
"2705","66.51077","127.8756"
"2706","71.06999","121.0861"
"2707","73.10762","151.6868"
"2708","71.20673","137.8023"
"2709","64.27555","102.5237"
"2710","70.05278","122.6111"
"2711","66.79032","105.706"
"2712","68.34193","113.765"
"2713","68.51775","134.1383"
"2714","68.93108","138.9163"
"2715","66.41503","110.2628"
"2716","66.67827","108.1567"
"2717","70.52101","146.2975"
"2718","68.30664","134.6639"
"2719","67.0116","136.9904"
"2720","69.88845","125.9301"
"2721","69.26417","131.5566"
"2722","67.90954","120.4869"
"2723","62.73809","105.2201"
"2724","67.25447","117.0512"
"2725","65.59876","117.1139"
"2726","69.77845","122.691"
"2727","70.90472","150.021"
"2728","67.19538","111.1027"
"2729","67.90593","122.2626"
"2730","69.80063","145.7116"
"2731","66.6932","139.5749"
"2732","67.39204","119.839"
"2733","67.05894","120.139"
"2734","69.77321","143.6484"
"2735","68.61434","142.6088"
"2736","68.04448","114.4534"
"2737","69.71027","160.8859"
"2738","69.63078","132.8733"
"2739","71.04817","138.0744"
"2740","67.8894","128.7946"
"2741","69.08591","139.7656"
"2742","70.50786","127.2788"
"2743","66.75964","140.3527"
"2744","66.45788","118.3607"
"2745","64.38452","109.4539"
"2746","67.70213","135.3701"
"2747","72.16119","141.8671"
"2748","66.73368","134.3878"
"2749","64.59658","113.6028"
"2750","69.18583","136.7389"
"2751","67.70525","142.2085"
"2752","70.46124","132.8252"
"2753","66.84239","135.3456"
"2754","68.09464","126.5742"
"2755","69.27278","141.667"
"2756","66.06118","114.3427"
"2757","68.85839","142.794"
"2758","68.24827","109.1823"
"2759","69.68789","123.3539"
"2760","70.34077","139.9099"
"2761","68.47674","118.7857"
"2762","66.78425","122.2756"
"2763","67.06985","124.811"
"2764","68.38893","112.4658"
"2765","67.18538","111.7251"
"2766","66.8759","109.1189"
"2767","72.46405","138.8395"
"2768","68.05495","125.6718"
"2769","68.9238","129.8238"
"2770","66.55309","117.9982"
"2771","68.00334","133.4084"
"2772","62.53614","120.647"
"2773","70.71058","140.2181"
"2774","68.53707","125.2862"
"2775","70.0098","151.713"
"2776","68.65745","120.2825"
"2777","68.89097","119.1438"
"2778","67.25272","133.3836"
"2779","67.39484","133.6104"
"2780","63.37237","128.7288"
"2781","67.9351","120.8477"
"2782","68.38418","131.7234"
"2783","68.37863","134.8459"
"2784","65.57367","137.9377"
"2785","65.23577","128.5973"
"2786","71.3169","139.8829"
"2787","70.16627","129.0204"
"2788","67.42392","122.5717"
"2789","70.49904","114.3634"
"2790","68.30668","135.853"
"2791","67.14412","135.207"
"2792","64.68621","94.21971"
"2793","66.82203","140.4193"
"2794","66.17213","123.9367"
"2795","67.40223","129.5135"
"2796","69.65239","148.1859"
"2797","64.6447","120.4178"
"2798","63.86895","97.02574"
"2799","67.7235","114.9802"
"2800","66.78698","104.0527"
"2801","68.37223","140.6462"
"2802","68.04613","118.4149"
"2803","70.70988","146.6187"
"2804","68.42309","133.7406"
"2805","69.39765","118.5079"
"2806","71.73856","150.9213"
"2807","70.69601","121.8109"
"2808","69.79586","146.1372"
"2809","69.20814","128.8862"
"2810","66.49242","128.4737"
"2811","67.16108","139.2681"
"2812","68.76219","126.9364"
"2813","66.64609","134.9489"
"2814","69.91623","141.9177"
"2815","70.71477","137.8023"
"2816","68.86691","117.7445"
"2817","65.56879","119.5334"
"2818","70.7695","147.1214"
"2819","68.31719","134.2732"
"2820","63.7678","97.04078"
"2821","66.49473","122.836"
"2822","69.21965","129.9591"
"2823","71.49924","149.1274"
"2824","67.75486","128.5848"
"2825","66.19603","117.3529"
"2826","65.29404","112.1173"
"2827","68.37324","129.5659"
"2828","69.09809","121.057"
"2829","68.5956","110.0357"
"2830","67.78989","120.7787"
"2831","67.02507","122.308"
"2832","66.31844","126.8147"
"2833","66.33367","140.2312"
